PhoneNumber,Email,CreditScore,AgeGroup,FamilyBackground,Income,LeadSource,TimeOnPage,PagesVisited,High_Intent
09801833557,reyansh01@example.net,580,36-50,Single,582211,Referral,164,5,0
+916299017414,taimur87@example.net,465,26-35,Married with Kids,280983,Paid Ads,105,7,0
6683314795,saanvi05@example.org,616,36-50,Single,576204,Direct,16,3,0
00266863035,myra15@example.net,538,26-35,Married,312949,Referral,97,4,0
04172472778,ramachandrankiara@example.com,464,26-35,Married with Kids,281754,Organic Search,213,10,0
06968974882,taran12@example.org,596,36-50,Married,638665,Direct,229,9,0
+918285948664,bhatnagartara@example.org,300,18-25,Single,63109,Social Media,77,6,0
8231156343,riaan13@example.org,308,26-35,Single,194674,Social Media,101,7,0
+916328616648,mishti67@example.org,592,51+,Married with Kids,477672,Paid Ads,257,5,0
+918340009512,arnav41@example.org,419,26-35,Married with Kids,282780,Paid Ads,285,14,0
1717545985,rdash@example.com,480,26-35,Married,347162,Organic Search,263,2,0
05944599211,mamootymand@example.org,414,18-25,Married,183734,Organic Search,28,11,0
+919353271487,keya42@example.org,572,36-50,Married,480361,Organic Search,29,9,0
+914279144881,sakshamtoor@example.org,441,26-35,Married,315087,Paid Ads,64,9,0
2461532475,veer91@example.org,426,26-35,Married with Kids,318028,Referral,290,2,0
+919656943660,mohanlalgopal@example.net,557,26-35,Single,379370,Direct,226,12,0
06984192663,kmanda@example.org,634,36-50,Married with Kids,523190,Direct,79,2,1
5991052558,aarav29@example.com,394,26-35,Married,196807,Paid Ads,199,6,0
3817618645,anyabadal@example.org,340,18-25,Married with Kids,145526,Referral,81,4,0
+917593082094,ywarrior@example.org,439,51+,Married,477809,Social Media,26,3,0
08911366753,bhagatkartik@example.com,653,36-50,Married with Kids,673430,Social Media,180,13,1
+914168637625,halderanay@example.net,562,36-50,Married with Kids,609181,Paid Ads,114,7,1
+913253415477,shamik91@example.com,569,36-50,Single,559356,Organic Search,34,12,0
06962215483,rsolanki@example.com,438,26-35,Married with Kids,275161,Direct,26,11,0
+913247086475,rajuhansh@example.com,426,51+,Single,408329,Paid Ads,267,3,0
+917554702863,umangsane@example.org,518,51+,Single,428411,Referral,190,7,0
04572795913,raunak16@example.net,452,26-35,Married with Kids,258924,Social Media,188,11,0
07428998360,dugarprisha@example.com,351,18-25,Married with Kids,123672,Referral,149,14,0
0150169593,sramanathan@example.net,425,18-25,Married,139269,Referral,140,14,0
+917196881288,vartyzain@example.net,552,36-50,Married,546230,Paid Ads,214,13,0
1580662408,mandatrisha@example.com,611,51+,Married with Kids,489313,Organic Search,203,1,0
09078987136,mannanyuvaan@example.org,531,26-35,Married,345040,Social Media,80,6,0
+919797588681,psem@example.org,485,26-35,Married,254520,Organic Search,250,14,0
+914146526727,dassneelofar@example.com,431,26-35,Married,319049,Social Media,44,2,0
7887559770,nakul91@example.org,387,26-35,Married,284076,Paid Ads,98,1,0
+918029469403,kbhatia@example.net,440,26-35,Married,368365,Direct,60,13,0
+913827208849,cjhaveri@example.org,300,18-25,Single,-33801,Direct,110,8,0
0312172219,gsarkar@example.com,423,18-25,Married,149145,Paid Ads,163,11,0
+917753872060,rkrishnamurthy@example.org,447,18-25,Married,203833,Direct,202,9,0
+915675987051,sairadeshmukh@example.com,408,26-35,Single,223848,Organic Search,166,5,0
+912300454201,chandaindrans@example.net,602,36-50,Married,526437,Organic Search,59,2,0
01951964612,indranillanka@example.com,475,26-35,Married,288385,Social Media,298,4,0
+919486591539,zain38@example.com,604,51+,Married with Kids,510726,Social Media,32,12,1
8197000388,neysa67@example.net,438,18-25,Single,64962,Social Media,77,14,0
9032087188,bajwakiara@example.net,657,51+,Married,549246,Direct,151,7,0
3901254426,dharsaanvi@example.com,432,26-35,Married,313931,Organic Search,48,1,0
0091486786,mohanlalsastry@example.net,413,18-25,Single,101504,Organic Search,46,10,0
05346846923,advik25@example.net,537,26-35,Married with Kids,209413,Social Media,231,12,0
+917725038978,dramachandran@example.net,355,26-35,Married,320210,Social Media,120,13,0
8982484914,sooddiya@example.net,661,36-50,Married with Kids,638319,Referral,235,3,1
+911452087585,lakshay64@example.com,475,26-35,Single,217401,Paid Ads,20,11,0
04722116164,rkadakia@example.com,323,18-25,Married,46168,Organic Search,131,9,0
2588956356,asharma@example.org,531,26-35,Married with Kids,323752,Social Media,141,6,0
5966145672,ydeshmukh@example.org,530,26-35,Married with Kids,286619,Paid Ads,218,11,0
7448703804,nkumer@example.net,362,18-25,Single,143012,Social Media,111,1,0
2507033564,mamootydas@example.com,540,36-50,Married with Kids,488948,Direct,94,6,0
+912921321549,azad41@example.net,469,51+,Single,350326,Direct,180,12,0
+913969700945,rwarrior@example.net,440,26-35,Married,349609,Paid Ads,60,7,0
09580571598,auroranirvi@example.net,492,26-35,Married,295236,Paid Ads,282,11,0
+915007592686,baiju89@example.org,572,36-50,Single,528830,Paid Ads,163,13,0
+911973354860,onkar09@example.net,332,18-25,Married with Kids,85837,Social Media,211,8,0
09630890505,shanayasheth@example.com,544,36-50,Single,442377,Organic Search,284,2,0
9574678804,riyarege@example.com,533,36-50,Single,470345,Organic Search,136,12,0
05100263774,gokul27@example.org,420,26-35,Married with Kids,295550,Paid Ads,280,13,0
7059396705,karianya@example.com,571,36-50,Single,525545,Social Media,97,11,0
2086879727,zain91@example.org,576,36-50,Single,569113,Organic Search,227,8,0
0686965963,cagarwal@example.org,417,26-35,Married,372573,Direct,38,10,0
02380844011,diya37@example.com,528,26-35,Single,302950,Direct,68,13,0
07602329419,bkibe@example.org,375,26-35,Married,292404,Paid Ads,101,8,0
09463671879,usalvi@example.com,378,18-25,Married,146568,Organic Search,208,7,0
2099370181,itara@example.net,500,36-50,Single,507868,Referral,201,5,0
04569387232,ravalshray@example.org,421,26-35,Married,372134,Organic Search,227,9,0
5838171054,sehgaldiya@example.net,699,36-50,Married with Kids,552720,Paid Ads,234,4,1
0017537854,dharmajanben@example.com,550,51+,Married,491304,Social Media,104,6,0
09304929008,advik29@example.com,459,51+,Single,337759,Social Media,19,12,0
06285291495,sagarsamaira@example.net,367,18-25,Married,153342,Social Media,230,13,0
+919263372723,amira63@example.net,453,26-35,Married with Kids,275347,Referral,47,5,0
+919950957117,igoswami@example.com,484,26-35,Married with Kids,337335,Social Media,270,9,0
7593282820,duttakimaya@example.net,580,36-50,Single,541485,Referral,20,11,0
2468272402,mahikabains@example.org,334,18-25,Single,70875,Social Media,19,8,0
09332018041,aaina87@example.org,398,26-35,Single,247366,Organic Search,74,1,0
09340290300,jhanvi27@example.net,343,18-25,Married with Kids,144878,Referral,161,8,0
8040971706,indranil79@example.org,380,18-25,Single,112599,Direct,289,10,0
02769269665,dhanukdass@example.com,324,18-25,Married,60235,Referral,57,14,0
+912649634337,vtoor@example.org,501,26-35,Married with Kids,313629,Social Media,131,2,0
+910934830913,valaarnav@example.net,304,18-25,Married,185725,Social Media,282,13,0
+918754727059,fatehdoctor@example.com,367,18-25,Single,134492,Organic Search,99,14,0
06578910227,kalavidur@example.net,327,18-25,Married,-1255,Social Media,287,7,0
1058264882,shanaya20@example.org,370,18-25,Married with Kids,102747,Paid Ads,155,8,0
+914769280517,raniabhatia@example.net,451,26-35,Married,389703,Organic Search,169,11,0
0958632771,mishti44@example.net,583,36-50,Married with Kids,640962,Referral,13,6,1
5070147574,jivika40@example.net,443,26-35,Married with Kids,328662,Direct,101,14,0
08034554289,lakshay49@example.com,473,26-35,Single,280783,Referral,122,11,0
+911778949889,marya@example.net,587,36-50,Married,662271,Referral,61,12,0
03674736269,taran73@example.net,329,18-25,Married with Kids,188772,Referral,99,3,0
+913393162637,sbhasin@example.net,458,26-35,Married,329241,Referral,292,7,0
+910314484559,veer35@example.com,419,26-35,Single,267066,Paid Ads,185,11,0
8329773064,ikorpal@example.net,719,36-50,Married,661759,Paid Ads,241,10,1
+913621971673,fgaba@example.net,572,36-50,Single,531573,Referral,80,1,0
00306673982,zain07@example.com,300,26-35,Married,254042,Referral,153,5,0
+911169011199,vivaankarnik@example.com,596,36-50,Married,586841,Referral,167,8,0
+919735592129,lsani@example.org,575,36-50,Married with Kids,590741,Paid Ads,154,7,1
08768475482,bathrati@example.com,539,51+,Married,384762,Social Media,125,3,0
+918952157052,dubehunar@example.org,614,36-50,Single,508723,Social Media,269,4,0
+916624265550,krisheva@example.net,425,26-35,Single,191369,Direct,220,8,0
05253401398,khoslaishaan@example.org,398,26-35,Married,295283,Organic Search,285,2,0
+916569058369,manjari10@example.net,503,26-35,Married with Kids,289540,Social Media,151,6,0
+916380246525,raunakbhatti@example.org,384,18-25,Single,131806,Social Media,95,4,0
7144407784,lalazeeshan@example.com,377,26-35,Married with Kids,256187,Social Media,138,12,0
09610472949,madhuprege@example.com,635,51+,Single,316644,Organic Search,202,13,0
+919973490682,rattinayantara@example.com,432,18-25,Single,111913,Paid Ads,151,4,0
09964578545,mamootysetty@example.com,410,26-35,Married with Kids,292879,Social Media,39,7,0
06959815179,hazel19@example.net,417,26-35,Married,330300,Referral,24,6,0
+915548125607,shanaya81@example.org,434,26-35,Married,273787,Organic Search,198,9,0
09488663163,nitarakibe@example.com,382,26-35,Single,147091,Social Media,22,9,0
5838533502,yuvraj-golla@example.org,300,18-25,Married,43929,Organic Search,162,14,0
8013152126,hayeraarna@example.net,574,36-50,Single,514475,Organic Search,236,4,0
00953764893,karisaira@example.com,384,26-35,Married,307030,Referral,195,3,0
+914050970403,dsachdeva@example.org,300,18-25,Married,82226,Direct,176,4,0
00819482694,tiya00@example.org,567,36-50,Single,426927,Direct,264,4,0
+915415682011,ichaudhry@example.net,405,26-35,Single,179902,Direct,96,11,0
0670813038,anyasaraf@example.org,533,36-50,Married,488265,Paid Ads,157,10,0
04910426735,zara41@example.net,420,26-35,Married,280766,Social Media,265,3,0
8772095779,ranbir76@example.com,441,36-50,Married,476516,Paid Ads,60,7,0
05568157180,miyengar@example.net,357,26-35,Single,198966,Social Media,155,8,0
05638293205,deshpandesuhana@example.org,366,18-25,Married,66105,Referral,169,5,0
08133591053,indranilkeer@example.com,391,18-25,Married with Kids,171676,Paid Ads,77,10,0
9741030054,kanavrao@example.org,372,26-35,Married with Kids,225076,Direct,179,14,0
3114721347,aradhya94@example.com,345,18-25,Single,88886,Paid Ads,18,4,0
02114155756,rania96@example.net,462,26-35,Single,234085,Referral,169,7,0
05221339540,kashyapjiya@example.com,300,18-25,Married,88416,Organic Search,87,8,0
08805617480,trivediira@example.com,432,26-35,Single,289600,Paid Ads,280,2,0
8273061568,madanishaan@example.com,422,18-25,Married,192170,Paid Ads,184,12,0
+912472899783,aniruddhkrishna@example.com,595,36-50,Single,452959,Referral,21,10,0
7975605113,tdani@example.com,513,26-35,Married with Kids,411583,Social Media,253,9,0
0027382755,lchopra@example.net,420,26-35,Married with Kids,253221,Referral,79,4,0
07452073843,mohanlal02@example.org,486,26-35,Married,230418,Paid Ads,65,6,0
+918549660617,hmand@example.org,457,26-35,Married,267439,Social Media,39,4,0
+910326434535,cratti@example.com,300,18-25,Married,77333,Direct,195,12,0
+911546491620,myradar@example.net,548,36-50,Married,698870,Referral,48,2,0
3215619095,sdugar@example.org,416,26-35,Married,178792,Organic Search,130,13,0
+917516972910,seherganguly@example.com,453,26-35,Married,322030,Referral,90,6,0
9712677852,zraju@example.net,371,18-25,Married with Kids,205485,Social Media,160,11,0
+919405692828,keya46@example.com,360,26-35,Single,273372,Organic Search,279,9,0
09093125325,msodhi@example.net,588,36-50,Married,620644,Paid Ads,61,8,0
02904580684,dasskhushi@example.com,568,36-50,Married with Kids,591260,Direct,74,1,1
03932957817,raomadhup@example.org,559,36-50,Single,443254,Social Media,164,3,0
06293705981,samaragarwal@example.net,378,26-35,Married with Kids,260861,Direct,291,11,0
3475958811,gokulchoudhry@example.net,456,26-35,Single,274322,Paid Ads,258,3,0
05877954307,hayrenitya@example.net,572,51+,Married with Kids,537069,Paid Ads,254,5,1
2168877889,fde@example.net,502,26-35,Married with Kids,325469,Organic Search,289,14,0
+910723631049,ravalaaryahi@example.net,614,51+,Married,479508,Paid Ads,289,7,0
07813948417,aaravsahni@example.com,487,26-35,Married with Kids,304450,Direct,52,3,0
+915590463942,urvichandran@example.com,423,26-35,Single,215714,Direct,211,10,0
+918910452623,nmahajan@example.com,398,26-35,Married with Kids,299180,Direct,254,10,0
06928092838,jayant93@example.com,633,36-50,Married,660990,Paid Ads,200,1,0
09237137053,jayeshsandhu@example.org,482,51+,Married with Kids,461212,Direct,251,10,0
03727176577,mdora@example.org,519,36-50,Single,479229,Referral,254,2,0
6794800591,banerjeenayantara@example.com,552,51+,Married with Kids,439870,Paid Ads,27,4,0
06114470714,rlad@example.net,633,36-50,Single,593521,Direct,206,4,0
8725788514,cdutta@example.com,350,18-25,Married,167274,Direct,27,9,0
4471811828,mammenshamik@example.net,405,26-35,Married,307791,Paid Ads,168,8,0
1690575682,chandaarhaan@example.net,494,26-35,Married,383417,Organic Search,29,11,0
09409066356,aaryahishanker@example.com,300,18-25,Married with Kids,164906,Direct,244,5,0
+910764104956,psahota@example.net,354,26-35,Single,215589,Organic Search,199,7,0
3029738828,jhanvi36@example.net,355,18-25,Single,102271,Direct,63,14,0
09538892369,siyadalal@example.org,432,26-35,Married,263194,Social Media,189,13,0
+914389825579,ehsaanganguly@example.net,345,26-35,Single,273973,Organic Search,106,2,0
06367536212,sahil07@example.org,455,26-35,Married,381011,Referral,208,12,0
+918306629286,bhavinlanka@example.net,321,18-25,Married with Kids,62616,Direct,166,1,0
+917232664329,aliasehgal@example.org,380,26-35,Married with Kids,279937,Referral,10,11,0
07134407648,lakshit94@example.com,419,26-35,Married,254772,Organic Search,269,13,0
+912437544446,oray@example.com,536,36-50,Single,532214,Organic Search,220,14,0
+910689931773,advik48@example.org,665,36-50,Married with Kids,567147,Paid Ads,185,5,1
1465121886,hegdekashvi@example.com,417,26-35,Married with Kids,251847,Direct,231,4,0
08740223408,sidhuvivaan@example.org,334,18-25,Married,80816,Direct,160,2,0
7091976718,sahil09@example.org,309,18-25,Single,113454,Organic Search,13,12,0
9423847132,armaan28@example.com,479,36-50,Married with Kids,539781,Referral,27,6,1
+915142732961,lvenkataraman@example.net,581,36-50,Married with Kids,509129,Paid Ads,136,11,1
+918517891535,daliaranbir@example.net,497,26-35,Married with Kids,347126,Direct,29,8,0
+912838198477,redwin@example.com,434,51+,Single,307160,Paid Ads,280,1,0
+913413956139,dmammen@example.com,409,26-35,Married with Kids,257626,Social Media,73,1,0
+913499471690,yverma@example.net,389,26-35,Married,309923,Social Media,94,7,0
03480532030,obhatt@example.org,626,36-50,Married,641014,Direct,127,11,0
0501318986,pchaudhary@example.com,519,26-35,Married with Kids,327447,Direct,91,8,0
1847243500,nsheth@example.com,527,36-50,Married,613917,Social Media,236,9,0
02812459609,balasubramanianvedika@example.com,408,26-35,Single,271990,Organic Search,128,6,0
4860730570,dharmajan04@example.org,522,26-35,Married with Kids,393960,Direct,135,10,0
4925804848,goleneysa@example.net,479,26-35,Married,301786,Direct,284,13,0
04758101827,devanshmammen@example.net,533,51+,Married,408375,Referral,153,10,0
+915721614125,bdhillon@example.org,673,36-50,Married,566699,Organic Search,22,13,0
+915217280192,dhillonlakshay@example.org,554,36-50,Married,547718,Referral,293,14,0
+910429322259,daraazad@example.org,505,36-50,Married,552533,Organic Search,85,7,0
03779318018,zainbuch@example.net,636,36-50,Married,585878,Social Media,136,2,0
+919414168857,zara35@example.com,372,26-35,Single,230052,Direct,271,3,0
+914911126309,yasminsule@example.net,642,36-50,Single,532883,Paid Ads,22,10,0
8783465495,jhanvi82@example.org,497,36-50,Single,494787,Direct,224,3,0
+918331449293,iganesh@example.org,417,18-25,Married with Kids,137110,Social Media,238,13,0
+917899717760,badamiyashvi@example.net,647,36-50,Married,555203,Paid Ads,275,6,0
1157731829,reneebal@example.net,351,18-25,Married,101228,Referral,23,14,0
5152919421,zsarna@example.net,585,51+,Married with Kids,529341,Referral,261,11,1
06760717095,adevan@example.org,531,26-35,Married,372654,Direct,268,11,0
+914604907210,priyanshdua@example.com,433,26-35,Married with Kids,298052,Direct,150,3,0
2723851743,comaralisha@example.org,339,18-25,Married,122133,Social Media,49,12,0
+918097560340,garanitara@example.com,564,36-50,Married,637250,Direct,234,7,0
+918323861685,talwaranya@example.org,510,26-35,Single,252212,Paid Ads,172,3,0
6020191853,jivin02@example.com,302,18-25,Married with Kids,94137,Social Media,26,10,0
+912320491199,priyansh93@example.net,594,36-50,Married with Kids,590789,Social Media,182,6,1
01746282129,suhana10@example.net,631,36-50,Married,562020,Organic Search,103,5,0
